date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:41:13	87861/87861	---M-Z	200	added ('OK')	text/css	etag:%2215735-57f028f655c00-gzip%22	http://thevectorlab.net/codelab/assets/css/main.css	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/css/main.css	(from http://thevectorlab.net/codelab/index.html)
00:41:13	7524/7524	---M--	200	added ('OK')	image/png	etag:%225be542a2-1d64%22	http://thevectorlab.net/codelab/assets/img/logo.png	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/img/logo.png	(from http://thevectorlab.net/codelab/index.html)
00:41:14	10331/10331	---M--	200	added ('OK')	image/jpeg	etag:%225befbd4c-285b%22	http://thevectorlab.net/codelab/assets/img/avatar/avatar4.jpg	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/img/avatar/avatar4.jpg	(from http://thevectorlab.net/codelab/index.html)
00:41:15	9552/9552	---M--	200	added ('OK')	image/jpeg	etag:%225befbd3e-2550%22	http://thevectorlab.net/codelab/assets/img/avatar/avatar2.jpg	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/img/avatar/avatar2.jpg	(from http://thevectorlab.net/codelab/index.html)
00:41:15	11923/11923	---M--	200	added ('OK')	image/jpeg	etag:%225befbd44-2e93%22	http://thevectorlab.net/codelab/assets/img/avatar/avatar3.jpg	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/img/avatar/avatar3.jpg	(from http://thevectorlab.net/codelab/index.html)
00:41:15	8738/8738	---M--	200	added ('OK')	image/jpeg	etag:%225befbd36-2222%22	http://thevectorlab.net/codelab/assets/img/avatar/avatar1.jpg	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/img/avatar/avatar1.jpg	(from http://thevectorlab.net/codelab/index.html)
00:41:15	4610/4610	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-1202%22	http://thevectorlab.net/codelab/login.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/login.html	(from http://thevectorlab.net/codelab/index.html)
00:41:16	91062/91062	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-163b6%22	http://thevectorlab.net/codelab/dashboard-2.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/dashboard-2.html	(from http://thevectorlab.net/codelab/index.html)
00:41:16	59814/59814	---MCZ	200	added ('OK')	text/html	etag:W/%225c3314c2-e9a6%22	http://thevectorlab.net/codelab/dashboard-3.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/dashboard-3.html	(from http://thevectorlab.net/codelab/index.html)
00:41:16	70895/70895	---MCZ	200	added ('OK')	text/html	etag:W/%225c331536-114ef%22	http://thevectorlab.net/codelab/dashboard-4.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/dashboard-4.html	(from http://thevectorlab.net/codelab/index.html)
00:41:17	114723/114723	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-1c023%22	http://thevectorlab.net/codelab/form-basic.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/form-basic.html	(from http://thevectorlab.net/codelab/index.html)
00:41:17	58826/58826	---MCZ	200	added ('OK')	text/html	etag:W/%225c35b89c-e5ca%22	http://thevectorlab.net/codelab/form-input-group.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/form-input-group.html	(from http://thevectorlab.net/codelab/index.html)
00:41:17	47676/47676	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-ba3c%22	http://thevectorlab.net/codelab/form-checkbox-radio.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/form-checkbox-radio.html	(from http://thevectorlab.net/codelab/index.html)
00:41:18	41416/41416	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-a1c8%22	http://thevectorlab.net/codelab/date-picker.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/date-picker.html	(from http://thevectorlab.net/codelab/index.html)
00:41:18	42658/42658	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-a6a2%22	http://thevectorlab.net/codelab/datetime-picker.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/datetime-picker.html	(from http://thevectorlab.net/codelab/index.html)
00:41:18	43005/43005	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-a7fd%22	http://thevectorlab.net/codelab/color-picker.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/color-picker.html	(from http://thevectorlab.net/codelab/index.html)
00:41:19	38892/38892	---MCZ	200	added ('OK')	text/html	etag:W/%225c33176b-97ec%22	http://thevectorlab.net/codelab/form-touchspin.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/form-touchspin.html	(from http://thevectorlab.net/codelab/index.html)
00:41:19	131175/131175	---MCZ	200	added ('OK')	text/html	etag:W/%225c33176b-20067%22	http://thevectorlab.net/codelab/form-select2.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/form-select2.html	(from http://thevectorlab.net/codelab/index.html)
00:41:19	41441/41441	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-a1e1%22	http://thevectorlab.net/codelab/form-input-mask.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/form-input-mask.html	(from http://thevectorlab.net/codelab/index.html)
00:41:20	62399/62399	---MCZ	200	added ('OK')	text/html	etag:W/%225c33176b-f3bf%22	http://thevectorlab.net/codelab/form-multi-select.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/form-multi-select.html	(from http://thevectorlab.net/codelab/index.html)
00:41:20	39172/39172	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-9904%22	http://thevectorlab.net/codelab/form-dropzone.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/form-dropzone.html	(from http://thevectorlab.net/codelab/index.html)
00:41:20	43709/43709	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-aabd%22	http://thevectorlab.net/codelab/form-ion-range-slider.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/form-ion-range-slider.html	(from http://thevectorlab.net/codelab/index.html)
00:41:20	47907/47907	---MCZ	200	added ('OK')	text/html	etag:W/%225c33176b-bb23%22	http://thevectorlab.net/codelab/form-switch.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/form-switch.html	(from http://thevectorlab.net/codelab/index.html)
00:41:21	36347/36347	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-8dfb%22	http://thevectorlab.net/codelab/editor-summernote.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/editor-summernote.html	(from http://thevectorlab.net/codelab/index.html)
00:41:21	37004/37004	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-908c%22	http://thevectorlab.net/codelab/editor-markdown.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/editor-markdown.html	(from http://thevectorlab.net/codelab/index.html)
00:41:21	46630/46630	---MCZ	200	added ('OK')	text/html	etag:W/%225c33176b-b626%22	http://thevectorlab.net/codelab/form-validation.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/form-validation.html	(from http://thevectorlab.net/codelab/index.html)
00:41:22	44822/44822	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-af16%22	http://thevectorlab.net/codelab/form-validation-jquery.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/form-validation-jquery.html	(from http://thevectorlab.net/codelab/index.html)
00:41:22	51918/51918	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-cace%22	http://thevectorlab.net/codelab/form-wizard.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/form-wizard.html	(from http://thevectorlab.net/codelab/index.html)
00:41:22	64677/64677	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-fca5%22	http://thevectorlab.net/codelab/table-basic.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/table-basic.html	(from http://thevectorlab.net/codelab/index.html)
00:41:23	64834/64834	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-fd42%22	http://thevectorlab.net/codelab/table-datatable.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/table-datatable.html	(from http://thevectorlab.net/codelab/index.html)
00:41:23	35385/35385	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-8a39%22	http://thevectorlab.net/codelab/table-ajax-datatable.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/table-ajax-datatable.html	(from http://thevectorlab.net/codelab/index.html)
00:41:23	43019/43019	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-a80b%22	http://thevectorlab.net/codelab/chartjs.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/chartjs.html	(from http://thevectorlab.net/codelab/index.html)
00:41:24	40849/40849	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-9f91%22	http://thevectorlab.net/codelab/echarts.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/echarts.html	(from http://thevectorlab.net/codelab/index.html)
00:41:24	38713/38713	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-9739%22	http://thevectorlab.net/codelab/amcharts.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/amcharts.html	(from http://thevectorlab.net/codelab/index.html)
00:41:24	36453/36453	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-8e65%22	http://thevectorlab.net/codelab/calendar-basic.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/calendar-basic.html	(from http://thevectorlab.net/codelab/index.html)
00:41:25	36453/36453	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-8e65%22	http://thevectorlab.net/codelab/calendar-list.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/calendar-list.html	(from http://thevectorlab.net/codelab/index.html)
00:41:25	104146/104146	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-196d2%22	http://thevectorlab.net/codelab/widget-basic.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/widget-basic.html	(from http://thevectorlab.net/codelab/index.html)
00:41:25	40387/40387	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-9dc3%22	http://thevectorlab.net/codelab/calendar-external-events.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/calendar-external-events.html	(from http://thevectorlab.net/codelab/index.html)
00:41:25	66651/66651	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-1045b%22	http://thevectorlab.net/codelab/widget-chart.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/widget-chart.html	(from http://thevectorlab.net/codelab/index.html)
00:41:26	234312/234312	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-39348%22	http://thevectorlab.net/codelab/icon-fontawesome.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/icon-fontawesome.html	(from http://thevectorlab.net/codelab/index.html)
00:41:26	113932/113932	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-1bd0c%22	http://thevectorlab.net/codelab/icon-themify.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/icon-themify.html	(from http://thevectorlab.net/codelab/index.html)
00:41:27	77330/77330	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-12e12%22	http://thevectorlab.net/codelab/icon-simple-line.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/icon-simple-line.html	(from http://thevectorlab.net/codelab/index.html)
00:41:27	90942/90942	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-1633e%22	http://thevectorlab.net/codelab/icon-weather.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/icon-weather.html	(from http://thevectorlab.net/codelab/index.html)
00:41:27	46415/46415	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-b54f%22	http://thevectorlab.net/codelab/alert.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/alert.html	(from http://thevectorlab.net/codelab/index.html)
00:41:28	53961/53961	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-d2c9%22	http://thevectorlab.net/codelab/buttons.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/buttons.html	(from http://thevectorlab.net/codelab/index.html)
00:41:28	71093/71093	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-115b5%22	http://thevectorlab.net/codelab/dropdown.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/dropdown.html	(from http://thevectorlab.net/codelab/index.html)
00:41:29	55631/55631	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-d94f%22	http://thevectorlab.net/codelab/modals.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/modals.html	(from http://thevectorlab.net/codelab/index.html)
00:41:29	50336/50336	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-c4a0%22	http://thevectorlab.net/codelab/progress.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/progress.html	(from http://thevectorlab.net/codelab/index.html)
00:41:29	40847/40847	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-9f8f%22	http://thevectorlab.net/codelab/popover-tooltips.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/popover-tooltips.html	(from http://thevectorlab.net/codelab/index.html)
00:41:29	59498/59498	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-e86a%22	http://thevectorlab.net/codelab/tabs-accordion.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/tabs-accordion.html	(from http://thevectorlab.net/codelab/index.html)
00:41:30	48067/48067	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-bbc3%22	http://thevectorlab.net/codelab/toastr-notification.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/toastr-notification.html	(from http://thevectorlab.net/codelab/index.html)
00:41:30	52416/52416	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-ccc0%22	http://thevectorlab.net/codelab/typography.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/typography.html	(from http://thevectorlab.net/codelab/index.html)
00:41:30	40400/40400	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-9dd0%22	http://thevectorlab.net/codelab/tree.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/tree.html	(from http://thevectorlab.net/codelab/index.html)
00:41:31	54874/54874	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-d65a%22	http://thevectorlab.net/codelab/profile.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/profile.html	(from http://thevectorlab.net/codelab/index.html)
00:41:31	41139/41139	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-a0b3%22	http://thevectorlab.net/codelab/invoice.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/invoice.html	(from http://thevectorlab.net/codelab/index.html)
00:41:31	3575/3575	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-df7%22	http://thevectorlab.net/codelab/lock-screen.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/lock-screen.html	(from http://thevectorlab.net/codelab/index.html)
00:41:31	5216/5216	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-1460%22	http://thevectorlab.net/codelab/registration.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/registration.html	(from http://thevectorlab.net/codelab/index.html)
00:41:31	2897/2897	---MCZ	200	added ('OK')	text/html	etag:W/%225c3316ed-b51%22	http://thevectorlab.net/codelab/404.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/404.html	(from http://thevectorlab.net/codelab/index.html)
00:41:32	39714/39714	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-9b22%22	http://thevectorlab.net/codelab/layout-blank.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/layout-blank.html	(from http://thevectorlab.net/codelab/index.html)
00:41:32	39729/39729	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-9b31%22	http://thevectorlab.net/codelab/layout-fixed-header.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/layout-fixed-header.html	(from http://thevectorlab.net/codelab/index.html)
00:41:32	39822/39822	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-9b8e%22	http://thevectorlab.net/codelab/layout-header-color.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/layout-header-color.html	(from http://thevectorlab.net/codelab/index.html)
00:41:33	39733/39733	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-9b35%22	http://thevectorlab.net/codelab/layout-leftnav-color.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/layout-leftnav-color.html	(from http://thevectorlab.net/codelab/index.html)
00:41:33	39741/39741	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-9b3d%22	http://thevectorlab.net/codelab/layout-leftnav-white.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/layout-leftnav-white.html	(from http://thevectorlab.net/codelab/index.html)
00:41:33	39743/39743	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-9b3f%22	http://thevectorlab.net/codelab/layout-leftnav-collapsed.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/layout-leftnav-collapsed.html	(from http://thevectorlab.net/codelab/index.html)
00:41:33	40602/40602	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-9e9a%22	http://thevectorlab.net/codelab/layout-top-nav.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/layout-top-nav.html	(from http://thevectorlab.net/codelab/index.html)
00:41:34	44335/44335	---MCZ	200	added ('OK')	text/html	etag:W/%225c331851-ad2f%22	http://thevectorlab.net/codelab/mail-inbox.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/mail-inbox.html	(from http://thevectorlab.net/codelab/index.html)
00:41:34	27144/27144	---MCZ	200	added ('OK')	text/html	etag:W/%225c077809-6a08%22	http://thevectorlab.net/codelab/email-template/index.html	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/email-template/index.html	(from http://thevectorlab.net/codelab/index.html)
00:41:34	5427/5427	---M--	200	added ('OK')	image/jpeg	etag:%225befb93e-1533%22	http://thevectorlab.net/codelab/assets/img/avatar/avatar-mini1.jpg	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/img/avatar/avatar-mini1.jpg	(from http://thevectorlab.net/codelab/index.html)
00:41:36	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:%221538f-579c09761bd00-gzip%22	http://thevectorlab.net/codelab/assets/vendor/jquery/jquery.min.js	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/vendor/jquery/jquery.min.js	(from http://thevectorlab.net/codelab/index.html)
00:41:36	19236/19236	---M-Z	200	added ('OK')	application/javascript	etag:%224b24-55dc30554c240-gzip%22	http://thevectorlab.net/codelab/assets/vendor/popper.min.js	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/vendor/popper.min.js	(from http://thevectorlab.net/codelab/index.html)
00:41:37	6625/6625	---M-Z	200	added ('OK')	application/javascript	etag:%2219e1-4ee2d3f31a600-gzip%22	http://thevectorlab.net/codelab/assets/vendor/jquery.dcjqaccordion.2.7.js	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/vendor/jquery.dcjqaccordion.2.7.js	(from http://thevectorlab.net/codelab/index.html)
00:41:38	55775/55775	---M-Z	200	added ('OK')	application/javascript	etag:%22d9df-57d80f0c0b400-gzip%22	http://thevectorlab.net/codelab/assets/vendor/bootstrap/js/bootstrap.min.js	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/vendor/bootstrap/js/bootstrap.min.js	(from http://thevectorlab.net/codelab/index.html)
00:41:39	2733/2733	---M-Z	200	added ('OK')	application/javascript	etag:%22aad-57ab08e319480-gzip%22	http://thevectorlab.net/codelab/assets/vendor/js-init/chartjs/init-sales-overview-chart.js	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/vendor/js-init/chartjs/init-sales-overview-chart.js	(from http://thevectorlab.net/codelab/index.html)
00:41:39	1758/1758	---M-Z	200	added ('OK')	application/javascript	etag:%226de-57ab55b2e8d40-gzip%22	http://thevectorlab.net/codelab/assets/vendor/js-init/chartjs/init-area-chart.js	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/vendor/js-init/chartjs/init-area-chart.js	(from http://thevectorlab.net/codelab/index.html)
00:41:39	60010/60010	---M-Z	200	added ('OK')	application/javascript	etag:%22ea6a-56bcbd35a5900-gzip%22	http://thevectorlab.net/codelab/assets/vendor/jquery.nicescroll.min.js	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/vendor/jquery.nicescroll.min.js	(from http://thevectorlab.net/codelab/index.html)
00:41:40	2181/2181	---M-Z	200	added ('OK')	application/javascript	etag:%22885-57aa3d23ca140-gzip%22	http://thevectorlab.net/codelab/assets/vendor/js-init/chartjs/init-line-chart.js	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/vendor/js-init/chartjs/init-line-chart.js	(from http://thevectorlab.net/codelab/index.html)
00:41:40	3216/3216	---M-Z	200	added ('OK')	application/javascript	etag:%22c90-57f028f655c00-gzip%22	http://thevectorlab.net/codelab/assets/js/scripts.js	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/js/scripts.js	(from http://thevectorlab.net/codelab/index.html)
00:41:45	253668/253668	---MCZ	200	added ('OK')	application/javascript	etag:%223dee4-56424c75e4e80-gzip%22	http://thevectorlab.net/codelab/assets/vendor/jquery-ui/jquery-ui.min.js	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/vendor/jquery-ui/jquery-ui.min.js	(from http://thevectorlab.net/codelab/index.html)
00:41:46	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-5443c335cce80%22	http://thevectorlab.net/codelab/assets/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/vendor/font-awesome/fonts/fontawesome-webfont3e6e.html	(from http://thevectorlab.net/codelab/assets/vendor/font-awesome/css/font-awesome.min.css)
00:41:48	208221/208221	---MCZ	200	added ('OK')	application/javascript	etag:%2232d5d-5645deaa56fc0-gzip%22	http://thevectorlab.net/codelab/assets/vendor/chartjs/Chart.bundle.min.js	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/vendor/chartjs/Chart.bundle.min.js	(from http://thevectorlab.net/codelab/index.html)
00:42:02	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%22585ba1ea-17ee8%22	http://thevectorlab.net/codelab/assets/vendor/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/vendor/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://thevectorlab.net/codelab/assets/vendor/font-awesome/css/font-awesome.min.css)
00:42:06	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22585ba1ea-6c7db%22	http://thevectorlab.net/codelab/assets/vendor/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/vendor/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from http://thevectorlab.net/codelab/assets/vendor/font-awesome/css/font-awesome.min.css)
00:42:08	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22585ba1ea-2876e%22	http://thevectorlab.net/codelab/assets/vendor/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/dashboard/thevectorlab.net/codelab/assets/vendor/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from http://thevectorlab.net/codelab/assets/vendor/font-awesome/css/font-awesome.min.css)
